doc_id;babelSynsetID;word;count
2023-KRHS;bn:01115911n;supply chain;1
2023-KRHS;bn:01650764n;transaction;1
2023-KRHS;bn:02161285n;scm;3
2023-KRHS;bn:03569682n;engineering design;1
2023-RG;bn:00000318n;ability;1
2023-RG;bn:00005105n;technology;3
2023-RG;bn:00014137n;business;1
2023-RG;bn:00020452n;knowledge;1
2023-RG;bn:00021248n;community;1
2023-RG;bn:00025331n;information system;1
2023-RG;bn:00025693n;decision making;1
2023-RG;bn:00032120n;extract;1
2023-RG;bn:00032322n;expert;1
2023-RG;bn:00047017n;integrity;1
2023-RG;bn:00051538n;literature;1
2023-RG;bn:00059480n;formation;1
2023-RG;bn:00061500n;perception;1
2023-RG;bn:00067280n;academic research;1
2023-RG;bn:00072545n;social science;1
2023-RG;bn:00078496n;trustworthiness;4
2023-RG;bn:00086008v;create;1
2023-RG;bn:00101372a;digital;2
2023-RG;bn:00106335a;major;1
2023-RG;bn:01097033n;modern society;1
2023-RG;bn:03136677n;research literature;1
2023-RZS;bn:00001302n;address;1
2023-RZS;bn:00020452n;knowledge;2
2023-RZS;bn:00022168n;context;1
2023-RZS;bn:00026980n;education;1
2023-RZS;bn:00036845n;interaction;1
2023-RZS;bn:00069579n;strategy;2
2023-RZS;bn:00078496n;trustworthiness;2
2023-RZS;bn:00082409v;jeopardize;1
2023-RZS;bn:00087587v;enable;1
2023-RZS;bn:00104162a;high;1
2023-RZS;bn:00237517n;business ecosystem;1
2023-RZS;bn:01401585n;dbe;5
2023-RZS;bn:03112228n;digital technology;1
2023-RZS;bn:03155334n;system design;1
2023-RZS;bn:03718727n;social business;1
2024-BRLG;bn:00017624n;probability;1
2024-BRLG;bn:00020452n;knowledge;1
2024-BRLG;bn:00021494n;computer science;1
2024-BRLG;bn:00021547n;concept;1
2024-BRLG;bn:00025331n;information system;1
2024-BRLG;bn:00032309n;experiment;1
2024-BRLG;bn:00036821n;output;2
2024-BRLG;bn:00045153n;humanity;1
2024-BRLG;bn:00049573n;project;1
2024-BRLG;bn:00058679n;offer;1
2024-BRLG;bn:00067171n;replacement;1
2024-BRLG;bn:00076732n;text;1
2024-BRLG;bn:00080130n;visualisation;2
2024-BRLG;bn:00082282v;evolve;1
2024-BRLG;bn:00082596v;analyse;1
2024-BRLG;bn:00085491v;compose;1
2024-BRLG;bn:00087763v;evaluate;1
2024-BRLG;bn:00092058v;propose;1
2024-BRLG;bn:00099598a;main;1
2024-BRLG;bn:00108977a;present;1
2024-BRLG;bn:00114778r;usually;1
2024-BRLG;bn:00632106n;profit;1
2024-BRLG;bn:02259054n;topic modeling;2
2024-BRLG;bn:02491398n;formal concept analysis;1
2024-BRLG;bn:03128426n;advance;1
2024-BRLG;bn:03195989n;importance;1
2024-BRLG;bn:03224833n;latent dirichlet allocation;1
2024-BRLG;bn:17317913n;babelfy;1
2024-HRH;bn:00001426n;governance;2
2024-HRH;bn:00003839n;anarchist;1
2024-HRH;bn:00005095n;application;1
2024-HRH;bn:00005105n;technology;2
2024-HRH;bn:00005442n;architecture;1
2024-HRH;bn:00016287n;implementation;1
2024-HRH;bn:00023236n;Gov;1
2024-HRH;bn:00025691n;decentralise;4
2024-HRH;bn:00054633n;methodology;1
2024-HRH;bn:00059480n;formation;3
2024-HRH;bn:00082596v;analyse;1
2024-HRH;bn:00085746v;verify;1
2024-HRH;bn:00087587v;enable;1
2024-HRH;bn:00087881v;explore;1
2024-HRH;bn:00111685a;technological;3
2024-HRH;bn:00983111n;traceability;1
2024-HRH;bn:01132275n;archimate;1
2024-HRH;bn:01426742n;challenge;1
2024-HRH;bn:02888045n;reference architecture;1
2024-HRH;bn:03232471n;ea framework;1
2024-HRH;bn:03349373n;political structure;1
2024-HRH;bn:03788121n;design science research;1
2024-KHRS;bn:00001557n;advancement;1
2024-KHRS;bn:00005105n;technology;1
2024-KHRS;bn:00014137n;business;1
2024-KHRS;bn:00025965n;level;1
2024-KHRS;bn:00030721n;goal;2
2024-KHRS;bn:00036761n;fulfillment;1
2024-KHRS;bn:00082226v;achieve;1
2024-KHRS;bn:00082705v;apply;1
2024-KHRS;bn:00084733v;reflect;1
2024-KHRS;bn:00111286a;strategic;1
2024-KHRS;bn:00111688a;technological;1
2024-KHRS;bn:00128944n;enterprise information system;1
2024-KHRS;bn:00254320n;software product line;1
2024-KHRS;bn:00983111n;traceability;1
2024-KHRS;bn:01530448n;mda;4
2024-KHRS;bn:02180118n;component model;1
2024-KHRS;bn:03264794n;sysml;1
2024-KHRS;bn:03385495n;low level;1
2024-KHRS;bn:03617553n;enterprise model;1
2024-KHRS;bn:15125301n;system;1
2024-RKHPNS;bn:00005442n;architecture;1
2024-RKHPNS;bn:00012419n;limit;1
2024-RKHPNS;bn:00014137n;business;1
2024-RKHPNS;bn:00026535n;design process;1
2024-RKHPNS;bn:00027670n;show;1
2024-RKHPNS;bn:00030721n;goal;2
2024-RKHPNS;bn:00037681n;propagation;1
2024-RKHPNS;bn:00047021n;reason;1
2024-RKHPNS;bn:00076330n;tech;1
2024-RKHPNS;bn:00086681v;specified;1
2024-RKHPNS;bn:00095108v;translate;1
2024-RKHPNS;bn:00102526a;illustrative;1
2024-RKHPNS;bn:00102581a;technical;2
2024-RKHPNS;bn:03617553n;enterprise model;1
2024-RKHPNS;bn:17323822n;constraint;2
2024-RR;bn:00000648n;acceptance;2
2024-RR;bn:00001302n;address;1
2024-RR;bn:00021486n;monitor;1
2024-RR;bn:00031027n;entity;1
2024-RR;bn:00033950n;feedback loop;1
2024-RR;bn:00049573n;project;1
2024-RR;bn:00059480n;formation;1
2024-RR;bn:00078496n;trustworthiness;3
2024-RR;bn:00083240v;refer;1
2024-RR;bn:00101176a;explicit;1
2024-RR;bn:00106482a;real;1
2024-RR;bn:00109131a;prospective;1
2024-RR;bn:00109659a;relevant;1
2024-RR;bn:00110842a;social;1
2024-RR;bn:00114778r;usually;1
2024-RR;bn:00983111n;traceability;1
2024-RR;bn:02437884n;physical system;1
2024-RR;bn:03155334n;system design;1
2025-AR;bn:00005105n;technology;1
2025-AR;bn:00017153n;focus;1
2025-AR;bn:00020452n;knowledge;1
2025-AR;bn:00021961n;effect;1
2025-AR;bn:00035805n;predictor;1
2025-AR;bn:00051538n;literature;1
2025-AR;bn:00059480n;formation;1
2025-AR;bn:00067280n;academic research;1
2025-AR;bn:00068131n;role play;1
2025-AR;bn:00069579n;strategy;1
2025-AR;bn:00082668v;anticipate;1
2025-AR;bn:00083184v;exist;1
2025-AR;bn:00084595v;implement;1
2025-AR;bn:00100674a;critical;1
2025-AR;bn:03137835n;mod;1
2025-LR;bn:00000648n;acceptance;1
2025-LR;bn:00004456n;respondent;1
2025-LR;bn:00005105n;technology;3
2025-LR;bn:00007498n;awareness;1
2025-LR;bn:00009657n;behavior;1
2025-LR;bn:00017153n;focus;1
2025-LR;bn:00020452n;knowledge;1
2025-LR;bn:00032100n;example;1
2025-LR;bn:00033948n;feedback;1
2025-LR;bn:00045632n;theory;1
2025-LR;bn:00059480n;formation;2
2025-LR;bn:00072544n;social interaction;1
2025-LR;bn:00077993n;transformer;1
2025-LR;bn:00082596v;analyse;1
2025-LR;bn:00103514a;generative;1
2025-LR;bn:00105239a;integrative;1
2025-LR;bn:00108803a;popular;1
2025-LR;bn:01172008n;ai assistant;1
2025-LR;bn:01184015n;language model;1
2025-LR;bn:03358315n;conceptual framework;1
